,venue_boundaries,venue_highest_runs,venue_boundaries_first_six,venue_avg_wicket,SR,avg,batting_team,bowling_team,BF,runs,_4s,_6s,_30s,_50s,economy,wickets,innings,runs_after_6ovs
585,93,246,59,5,1.269438312,27.75067024,Chennai Super Kings,Deccan Chargers,2718,3450.333333,316,121,124.3333333,124.3333333,7.167883212,47.5,1,56
586,93,246,59,5,1.211528222,25.4929972,Deccan Chargers,Chennai Super Kings,2504,3033.666667,347.3333333,66,119,119,7.559330087,120.25,2,47
587,30,213,21,5,1.222848047,27.51239669,Rajasthan Royals,Kings XI Punjab,2722.333333,3329,354,98,121,121,7.679607109,69.66666667,1,64
588,30,213,21,5,1.233238074,24.39130435,Kings XI Punjab,Rajasthan Royals,1137.25,1402.5,136.25,43.75,57.5,57.5,7.538376891,47.5,2,33
589,36,232,19,5,1.220178756,27.30384615,Kolkata Knight Riders,Pune Warriors,2909,3549.5,392.5,94.5,130,130,7.393410853,82.25,1,68
590,36,232,19,5,1.225144475,25.39853301,Pune Warriors,Kolkata Knight Riders,2119.75,2597,242.25,79.5,102.25,102.25,7.342776204,31.5,2,45
591,25,189,16,5,1.212068966,26.89071038,Chennai Super Kings,Mumbai Indians,2030,2460.5,226,82,91.5,91.5,7.364765849,99,1,52
592,25,189,16,5,1.220610923,27.37716263,Mumbai Indians,Chennai Super Kings,2160.666667,2637.333333,260,84.33333333,96.33333333,96.33333333,7.25666907,98,2,46
593,74,263,40,5,1.230716568,29.96111111,Deccan Chargers,Royal Challengers Bangalore,2191,2696.5,306,58,90,90,7.782307972,51,1,46
594,74,263,40,5,1.347127996,32.91160221,Royal Challengers Bangalore,Deccan Chargers,2211,2978.5,263.5,187.5,90.5,90.5,7.014053254,37,2,46
595,32,231,19,6,1.341191067,28.52242744,Delhi Daredevils,Kolkata Knight Riders,2015,2702.5,277.5,96.75,94.75,94.75,7.407569596,79.5,1,50
596,32,231,19,6,1.220178756,27.30384615,Kolkata Knight Riders,Delhi Daredevils,2909,3549.5,392.5,94.5,130,130,7.841116751,104.25,2,60
597,63,231,38,5,1.258113436,26.08805031,Kings XI Punjab,Deccan Chargers,1648.5,2074,219.5,57.5,79.5,79.5,8.367066895,9.75,1,51
598,63,231,38,5,1.209558824,25.51800554,Deccan Chargers,Kings XI Punjab,1904,2303,263.25,50.75,90.25,90.25,7.772461318,77.8,2,40
599,26,187,17,5,1.186985496,24.81967213,Pune Warriors,Rajasthan Royals,1700.666667,2018.666667,201,68.33333333,81.33333333,81.33333333,7.538376891,47.5,1,35
600,26,187,17,5,1.222848047,27.51239669,Rajasthan Royals,Pune Warriors,2722.333333,3329,354,98,121,121,7.356545537,92.25,2,49
601,25,189,16,5,1.233399769,25.23175966,Mumbai Indians,Royal Challengers Bangalore,2383.25,2939.5,289.75,89.75,116.5,116.5,8.041078306,110.6666667,1,25
602,25,189,16,5,1.347127996,32.91160221,Royal Challengers Bangalore,Mumbai Indians,2211,2978.5,263.5,187.5,90.5,90.5,7.305693069,151.5,2,35
603,63,231,38,5,1.221514186,27.4778157,Deccan Chargers,Delhi Daredevils,1647.75,2012.75,220.75,45.25,73.25,73.25,8.030418251,83.25,1,33
604,63,231,38,5,1.353433598,27.97360704,Delhi Daredevils,Deccan Chargers,2349.333333,3179.666667,321.6666667,126.6666667,113.6666667,113.6666667,8.767830046,19,2,64
605,32,205,18,5,1.224036945,25.33100233,Rajasthan Royals,Chennai Super Kings,2219.5,2716.75,282,82.25,107.25,107.25,7.936276741,64.5,1,28
606,32,205,18,5,1.258283133,28.40226629,Chennai Super Kings,Rajasthan Royals,2656,3342,313.6666667,114,117.6666667,117.6666667,7.810865191,54.33333333,2,36
607,26,187,17,5,1.347127996,32.91160221,Royal Challengers Bangalore,Pune Warriors,2211,2978.5,263.5,187.5,90.5,90.5,7.258819856,59.66666667,1,66
608,26,187,17,5,1.212547088,24.32848837,Pune Warriors,Royal Challengers Bangalore,1380.4,1673.8,157.4,54,68.8,68.8,8.034185022,86.5,2,50
609,93,246,59,5,1.297778235,25.69653768,Delhi Daredevils,Chennai Super Kings,1620.333333,2102.833333,210.3333333,77.66666667,81.83333333,81.83333333,7.936276741,64.5,1,27
610,93,246,59,5,1.186370676,28.19631902,Chennai Super Kings,Delhi Daredevils,1937,2298,222.5,71.5,81.5,81.5,8.139431121,98.66666667,2,45
611,36,232,19,5,1.208071877,27.41423948,Mumbai Indians,Kolkata Knight Riders,2337.333333,2823.666667,279.3333333,91.66666667,103,103,7.084633385,88,1,49
612,36,232,19,5,1.131517028,24.82880435,Kolkata Knight Riders,Mumbai Indians,2018.75,2284.25,249,41.5,92,92,7.254086653,131,2,32
613,30,213,21,5,1.207485519,26.05769231,Deccan Chargers,Kings XI Punjab,3366.5,4065,483,80,156,156,7.76354106,52,1,47
614,30,213,21,5,1.245272969,24.61052632,Kings XI Punjab,Deccan Chargers,938.75,1169,123.5,32,47.5,47.5,7.205496183,40.75,2,44
615,32,205,18,5,1.222848047,27.51239669,Rajasthan Royals,Pune Warriors,2722.333333,3329,354,98,121,121,7.321371726,95.25,1,45
616,32,205,18,5,1.204931071,24.90410959,Pune Warriors,Rajasthan Royals,1257.333333,1515,148.1666667,47.33333333,60.83333333,60.83333333,7.549053356,53.33333333,2,33
617,74,263,40,5,1.289466005,30.47586207,Royal Challengers Bangalore,Mumbai Indians,2570.25,3314.25,284.5,156.25,108.75,108.75,7.354093098,130.6666667,1,40
618,74,263,40,5,1.224850712,25.15566038,Mumbai Indians,Royal Challengers Bangalore,2612.4,3199.8,305.2,103,127.2,127.2,8.041078306,110.6666667,2,32
619,36,232,19,5,1.220178756,27.30384615,Kolkata Knight Riders,Chennai Super Kings,2909,3549.5,392.5,94.5,130,130,7.156133829,82.33333333,1,50
620,36,232,19,5,1.186370676,28.19631902,Chennai Super Kings,Kolkata Knight Riders,1937,2298,222.5,71.5,81.5,81.5,7.426175028,83.75,2,51
621,32,231,19,6,1.233238074,24.39130435,Kings XI Punjab,Delhi Daredevils,1137.25,1402.5,136.25,43.75,57.5,57.5,7.886695618,67,1,47
622,32,231,19,6,1.295893603,25.42666667,Delhi Daredevils,Kings XI Punjab,1716.833333,2224.833333,218,83.83333333,87.5,87.5,7.713853142,63.66666667,2,37
623,25,189,16,5,1.167030681,25.61872146,Kolkata Knight Riders,Mumbai Indians,2403.75,2805.25,299,68.25,109.5,109.5,7.354093098,130.6666667,1,32
624,25,189,16,5,1.113801453,28.24561404,Mumbai Indians,Kolkata Knight Riders,1445.5,1610,189.5,30,57,57,7.255461436,93.75,2,26
625,32,231,19,6,1.308293865,32.45355191,Royal Challengers Bangalore,Delhi Daredevils,3026.333333,3959.333333,345.6666667,192.3333333,122,122,8.271220349,96.5,1,42
626,32,231,19,6,1.273642465,28.49829352,Delhi Daredevils,Royal Challengers Bangalore,1639,2087.5,204.75,70.25,73.25,73.25,8.040502793,85.75,2,51
627,32,232,20,5,1.277051751,27.34701493,Chennai Super Kings,Kings XI Punjab,2869.5,3664.5,313.5,139.5,134,134,7.598421312,65.66666667,1,25
628,32,232,20,5,1.269754768,21.92941176,Kings XI Punjab,Chennai Super Kings,1468,1864,204.5,64.5,85,85,7.25666907,98,2,43
629,63,231,38,5,1.222848047,27.51239669,Rajasthan Royals,Deccan Chargers,2722.333333,3329,354,98,121,121,7.351784414,51.25,1,41
630,63,231,38,5,1.224645829,29.27956989,Deccan Chargers,Rajasthan Royals,2223.5,2723,308,56.5,93,93,7.426120642,48,2,58
631,32,232,20,5,1.235582822,21.34982332,Kings XI Punjab,Delhi Daredevils,815,1007,101.5,37.33333333,47.16666667,47.16666667,8.037267081,122.5,1,20
632,32,232,20,5,1.336781333,34.09202454,Delhi Daredevils,Kings XI Punjab,2078.5,2778.5,271,102,81.5,81.5,7.679607109,69.66666667,2,44
633,26,187,17,5,1.173730902,26.83380282,Kolkata Knight Riders,Pune Warriors,2705.333333,3175.333333,346.6666667,77.66666667,118.3333333,118.3333333,7.381355932,84.75,1,27
634,26,187,17,5,1.25259434,24.47465438,Pune Warriors,Kolkata Knight Riders,1413.333333,1770.333333,178.3333333,60.66666667,72.33333333,72.33333333,7.255461436,93.75,2,40
635,63,231,38,5,1.214405561,27.09358289,Deccan Chargers,Royal Challengers Bangalore,1668.8,2026.6,202.6,51.4,74.8,74.8,7.634956466,88,1,23
636,63,231,38,5,1.289466005,30.47586207,Royal Challengers Bangalore,Deccan Chargers,2570.25,3314.25,284.5,156.25,108.75,108.75,7.296538821,81,2,40
637,32,205,18,5,1.224036945,25.33100233,Rajasthan Royals,Mumbai Indians,2219.5,2716.75,282,82.25,107.25,107.25,7.495968946,136,1,31
638,32,205,18,5,1.221905748,28.42771084,Mumbai Indians,Rajasthan Royals,1931,2359.5,270.5,73,83,83,7.546722041,47.25,2,44
639,26,187,17,5,1.220178756,27.30384615,Kolkata Knight Riders,Delhi Daredevils,2909,3549.5,392.5,94.5,130,130,8.014949279,101,1,48
640,26,187,17,5,1.323111007,27.08114558,Delhi Daredevils,Kolkata Knight Riders,2144,2836.75,291.25,105,104.75,104.75,7.404087014,100.5,2,49
641,74,263,40,5,1.243844235,27.43301435,Chennai Super Kings,Mumbai Indians,2304.75,2866.75,273.75,92.5,104.5,104.5,7.334711965,145.75,1,30
642,74,263,40,5,1.248903921,27.61772853,Mumbai Indians,Chennai Super Kings,2661,3323.333333,333.3333333,120.3333333,120.3333333,120.3333333,7.156133829,82.33333333,2,54
643,93,246,59,5,1.186370676,28.19631902,Chennai Super Kings,Delhi Daredevils,1937,2298,222.5,71.5,81.5,81.5,8.543637847,69.75,1,52
644,93,246,59,5,1.341191067,28.52242744,Delhi Daredevils,Chennai Super Kings,2015,2702.5,277.5,96.75,94.75,94.75,7.936276741,64.5,2,46
645,93,246,59,5,1.186370676,28.19631902,Chennai Super Kings,Kolkata Knight Riders,1937,2298,222.5,71.5,81.5,81.5,7.084633385,88,1,54
646,93,246,59,5,1.131690998,26.1122807,Kolkata Knight Riders,Chennai Super Kings,2192,2480.666667,280,42,95,95,7.25666907,98,2,56
647,36,232,19,5,1.286941581,30.2016129,Delhi Daredevils,Kolkata Knight Riders,1455,1872.5,188.25,61.25,62,62,7.396544458,90.25,1,45
648,36,232,19,5,1.131690998,26.1122807,Kolkata Knight Riders,Delhi Daredevils,2192,2480.666667,280,42,95,95,7.959910913,129,2,46
649,74,263,40,5,1.305133628,30.23608018,Royal Challengers Bangalore,Mumbai Indians,2600.5,3394,300,161,112.25,112.25,7.650175302,78.5,1,31
650,74,263,40,5,1.111875287,27.87356322,Mumbai Indians,Royal Challengers Bangalore,1090.5,1212.5,150.5,15.5,43.5,43.5,7.96052841,88.5,2,38
651,63,231,38,5,1.159102121,21.95794393,Sunrisers Hyderabad,Pune Warriors,1351.333333,1566.333333,191.6666667,26,71.33333333,71.33333333,7.475367329,87.33333333,1,38
652,63,231,38,5,1.220549839,25.06940063,Pune Warriors,Sunrisers Hyderabad,3255.5,3973.5,372,130,158.5,158.5,7.531405783,80.33333333,2,27
653,32,231,19,6,1.160159212,27.32589286,Rajasthan Royals,Delhi Daredevils,1758.666667,2040.333333,229.3333333,34.66666667,74.66666667,74.66666667,8.093198992,116.25,1,45
654,32,231,19,6,1.295514512,30.56016598,Delhi Daredevils,Rajasthan Royals,1895,2455,247.3333333,81.33333333,80.33333333,80.33333333,7.685950413,31,2,39
655,93,246,59,5,1.231904202,25.10239651,Mumbai Indians,Chennai Super Kings,2338.25,2880.5,284.75,88,114.75,114.75,7.925159236,36.5,1,41
656,93,246,59,5,1.254466231,25.36563877,Chennai Super Kings,Mumbai Indians,2295,2879,264.25,100.75,113.5,113.5,7.347557003,112,2,36
657,63,231,38,5,1.301822434,30.9212963,Royal Challengers Bangalore,Sunrisers Hyderabad,2565.25,3339.5,299.25,154,108,108,7.331496397,54.75,1,40
658,63,231,38,5,1.141824993,19.93925234,Sunrisers Hyderabad,Royal Challengers Bangalore,934.25,1066.75,119.75,22.5,53.5,53.5,8.116248349,64.33333333,2,37
659,63,231,38,5,1.256756757,18.6,Sunrisers Hyderabad,Royal Challengers Bangalore,555,697.5,49.5,32,37.5,37.5,8.346752059,138,3,20
660,63,231,38,5,1.336282083,33.93987342,Royal Challengers Bangalore,Sunrisers Hyderabad,4013,5362.5,448.5,276.5,158,158,6.791411043,116,4,15
661,26,187,17,5,1.206593407,23.74054054,Pune Warriors,Kings XI Punjab,1820,2196,202,73.25,92.5,92.5,7.68019884,60.75,1,24
662,26,187,17,5,1.266702298,22.04651163,Kings XI Punjab,Pune Warriors,1247.333333,1580,168.6666667,56,71.66666667,71.66666667,7.564417178,94.33333333,2,56
663,32,205,18,5,1.222848047,27.51239669,Rajasthan Royals,Kolkata Knight Riders,2722.333333,3329,354,98,121,121,7.446833236,90.33333333,1,35
664,32,205,18,5,1.131517028,24.82880435,Kolkata Knight Riders,Rajasthan Royals,2018.75,2284.25,249,41.5,92,92,7.856173677,31.75,2,40
665,74,263,40,5,1.159102121,21.95794393,Sunrisers Hyderabad,Royal Challengers Bangalore,1351.333333,1566.333333,191.6666667,26,71.33333333,71.33333333,7.91973792,104.5,1,40
666,74,263,40,5,1.32880522,31.13533835,Royal Challengers Bangalore,Sunrisers Hyderabad,3116.333333,4141,353.3333333,206.6666667,133,133,7.524317912,60.75,2,47
667,25,189,16,5,1.231904202,25.10239651,Mumbai Indians,Delhi Daredevils,2338.25,2880.5,284.75,88,114.75,114.75,7.875978184,120.75,1,38
668,25,189,16,5,1.286941581,30.2016129,Delhi Daredevils,Mumbai Indians,1455,1872.5,188.25,61.25,62,62,7.195033626,148,2,46
669,30,213,21,5,1.249896907,21.96376812,Kings XI Punjab,Chennai Super Kings,1212.5,1515.5,149,57,69,69,7.813953488,57,1,43
670,30,213,21,5,1.186370676,28.19631902,Chennai Super Kings,Kings XI Punjab,1937,2298,222.5,71.5,81.5,81.5,7.68019884,60.75,2,38
671,74,263,40,5,1.131690998,26.1122807,Kolkata Knight Riders,Royal Challengers Bangalore,2192,2480.666667,280,42,95,95,7.808517663,82,1,44
672,74,263,40,5,1.32880522,31.13533835,Royal Challengers Bangalore,Kolkata Knight Riders,3116.333333,4141,353.3333333,206.6666667,133,133,7.348530294,83.66666667,2,43
673,26,187,17,5,1.160159212,27.32589286,Rajasthan Royals,Pune Warriors,1758.666667,2040.333333,229.3333333,34.66666667,74.66666667,74.66666667,7.487562998,82.5,1,44
674,26,187,17,5,1.238157041,23.77570093,Pune Warriors,Rajasthan Royals,2054.666667,2544,241.3333333,94.66666667,107,107,8.169989507,43,2,64
675,32,231,19,6,1.339429313,28.68611111,Delhi Daredevils,Sunrisers Hyderabad,1542,2065.4,218.8,69.4,72,72,7.534479428,63.5,1,29
676,32,231,19,6,1.159102121,21.95794393,Sunrisers Hyderabad,Delhi Daredevils,1351.333333,1566.333333,191.6666667,26,71.33333333,71.33333333,8.015481116,103.75,2,38
677,25,189,16,5,1.111875287,27.87356322,Mumbai Indians,Pune Warriors,1090.5,1212.5,150.5,15.5,43.5,43.5,7.499273608,66.8,1,48
678,25,189,16,5,1.230399833,22.36432638,Pune Warriors,Mumbai Indians,1596.5,1964.333333,173.5,81.33333333,87.83333333,87.83333333,7.236333574,137.75,2,40
679,93,246,59,5,1.32880522,31.13533835,Royal Challengers Bangalore,Chennai Super Kings,3116.333333,4141,353.3333333,206.6666667,133,133,7.880686055,82.66666667,1,33
680,93,246,59,5,1.243844235,27.43301435,Chennai Super Kings,Royal Challengers Bangalore,2304.75,2866.75,273.75,92.5,104.5,104.5,7.962855485,76.25,2,31
681,32,205,18,5,1.242063492,21.34090909,Kings XI Punjab,Rajasthan Royals,1058.4,1314.6,130.2,47.8,61.6,61.6,7.596855699,33.33333333,1,34
682,32,205,18,5,1.222848047,27.51239669,Rajasthan Royals,Kings XI Punjab,2722.333333,3329,354,98,121,121,7.679607109,69.66666667,2,48
683,36,232,19,5,1.172276765,26.39473684,Kolkata Knight Riders,Sunrisers Hyderabad,2139,2507.5,292.5,41,95,95,7.524317912,60.75,1,48
684,36,232,19,5,1.180890538,21.09944751,Sunrisers Hyderabad,Kolkata Knight Riders,1617,1909.5,220.5,43.5,90.5,90.5,7.192433138,85,2,39
685,93,246,59,5,1.245762712,24.7752809,Pune Warriors,Chennai Super Kings,2655,3307.5,329,119,133.5,133.5,7.179562472,114.3333333,1,48
686,93,246,59,5,1.251592771,25.87634409,Chennai Super Kings,Pune Warriors,1922.75,2406.5,226.5,81.25,93,93,7.47721519,91,2,38
687,30,213,21,5,1.266702298,22.04651163,Kings XI Punjab,Kolkata Knight Riders,1247.333333,1580,168.6666667,56,71.66666667,71.66666667,7.371991247,84,1,35
688,30,213,21,5,1.143063205,25.26666667,Kolkata Knight Riders,Kings XI Punjab,1906.5,2179.25,236,46,86.25,86.25,7.825960136,63.66666667,2,45
689,74,263,40,5,1.395148804,31.92913386,Delhi Daredevils,Royal Challengers Bangalore,1937.666667,2703.333333,285,100.6666667,84.66666667,84.66666667,8.192595052,90.75,1,43
690,74,263,40,5,1.370953237,33.56697248,Royal Challengers Bangalore,Delhi Daredevils,3336,4573.5,381.5,224,136.25,136.25,7.657103353,111.3333333,2,48
691,74,263,40,5,1.45443663,33.75,Royal Challengers Bangalore,Delhi Daredevils,3341.5,4860,391,295,144,144,8.354229607,149,3,15
692,74,263,40,5,1.325833668,28.32618026,Delhi Daredevils,Royal Challengers Bangalore,1659.333333,2200,206.3333333,79.33333333,77.66666667,77.66666667,6.884892086,19,4,11
693,26,187,17,5,1.185893931,20.85576923,Sunrisers Hyderabad,Pune Warriors,914.5,1084.5,116,30,52,52,7.564417178,94.33333333,1,25
694,26,187,17,5,1.2394185,24.57653061,Pune Warriors,Sunrisers Hyderabad,1943.25,2408.5,231.5,80.5,98,98,7.531405783,80.33333333,2,41
695,32,205,18,5,1.251481659,27.80427046,Rajasthan Royals,Mumbai Indians,3121.5,3906.5,396.5,133,140.5,140.5,7.378583098,100,1,58
696,32,205,18,5,1.231904202,25.10239651,Mumbai Indians,Rajasthan Royals,2338.25,2880.5,284.75,88,114.75,114.75,8.219594595,35.66666667,2,26
697,32,231,19,6,1.258283133,28.40226629,Chennai Super Kings,Delhi Daredevils,2656,3342,313.6666667,114,117.6666667,117.6666667,7.841116751,104.25,1,39
698,32,231,19,6,1.330851447,27.02926829,Delhi Daredevils,Chennai Super Kings,1387.833333,1847,192.3333333,63.33333333,68.33333333,68.33333333,8.027232056,103.3333333,2,32
699,63,231,38,5,1.255338078,21.93264249,Kings XI Punjab,Sunrisers Hyderabad,1124,1411,156.6666667,49.66666667,64.33333333,64.33333333,7.524317912,60.75,1,36
700,63,231,38,5,1.197218082,24.34343434,Sunrisers Hyderabad,Kings XI Punjab,671,803.3333333,79.66666667,26.33333333,33,33,7.56901972,56.33333333,2,33
701,74,263,40,5,1.224036945,25.33100233,Rajasthan Royals,Royal Challengers Bangalore,2219.5,2716.75,282,82.25,107.25,107.25,8.104769351,75,1,31
702,74,263,40,5,1.347127996,32.91160221,Royal Challengers Bangalore,Rajasthan Royals,2211,2978.5,263.5,187.5,90.5,90.5,7.960692871,43.5,2,48
703,36,232,19,5,1.264705882,24.47039474,Kolkata Knight Riders,Chennai Super Kings,2941,3719.5,377.5,110,152,152,8.027232056,103.3333333,1,47
704,36,232,19,5,1.172833724,22.97247706,Chennai Super Kings,Kolkata Knight Riders,1423.333333,1669.333333,160,51.33333333,72.66666667,72.66666667,7.192433138,85,2,27
705,32,231,19,6,1.252129781,25.6802974,Mumbai Indians,Delhi Daredevils,2758.5,3454,344.75,116.75,134.5,134.5,7.845388788,87.75,1,24
706,32,231,19,6,1.346393589,24.92307692,Delhi Daredevils,Mumbai Indians,1684.5,2268,267,73,91,91,7.249733354,140.6666667,2,60
707,30,213,21,5,1.245762712,24.7752809,Pune Warriors,Kings XI Punjab,2655,3307.5,329,119,133.5,133.5,7.713853142,63.66666667,1,48
708,30,213,21,5,1.264299803,21.72881356,Kings XI Punjab,Pune Warriors,1014,1282,136.25,45.25,59,59,7.389484979,77,2,55
709,93,246,59,5,1.251481659,27.80427046,Rajasthan Royals,Chennai Super Kings,3121.5,3906.5,396.5,133,140.5,140.5,7.469318663,99.5,1,55
710,93,246,59,5,1.258283133,28.40226629,Chennai Super Kings,Rajasthan Royals,2656,3342,313.6666667,114,117.6666667,117.6666667,8.262994225,36.25,2,58
711,32,231,19,6,1.353277128,29.27058824,Delhi Daredevils,Kings XI Punjab,1838.5,2488,263.75,87.25,85,85,7.728787879,64,1,40
712,32,231,19,6,1.285245902,22.35741445,Kings XI Punjab,Delhi Daredevils,1143.75,1470,140,57.25,65.75,65.75,7.799468287,89.8,2,56
713,74,263,40,5,1.347127996,32.91160221,Royal Challengers Bangalore,Pune Warriors,2211,2978.5,263.5,187.5,90.5,90.5,7.5054713,73.75,1,62
714,74,263,40,5,1.248863997,24.41735537,Pune Warriors,Royal Challengers Bangalore,1892.6,2363.6,221,89.6,96.8,96.8,7.891213389,67.5,2,43
715,36,232,19,5,1.206112469,24.72681704,Kolkata Knight Riders,Mumbai Indians,2726.666667,3288.666667,336.6666667,88,133,133,7.236333574,137.75,1,61
716,36,232,19,5,1.238970056,24.97084548,Mumbai Indians,Kolkata Knight Riders,2304.333333,2855,306.6666667,84,114.3333333,114.3333333,7.186575244,77.25,2,42
717,93,246,59,5,1.210023215,24.34340659,Sunrisers Hyderabad,Chennai Super Kings,1464.6,1772.2,186,46.2,72.8,72.8,7.398918919,100,1,40
718,93,246,59,5,1.186370676,28.19631902,Chennai Super Kings,Sunrisers Hyderabad,1937,2298,222.5,71.5,81.5,81.5,7.440557892,94,2,58
719,36,232,19,5,1.269754768,21.92941176,Kings XI Punjab,Kolkata Knight Riders,1468,1864,204.5,64.5,85,85,7.192433138,85,1,45
720,36,232,19,5,1.195113751,24.34703196,Kolkata Knight Riders,Kings XI Punjab,2230.75,2666,275.75,71.75,109.5,109.5,7.658075601,53.66666667,2,45
721,32,205,18,5,1.192747284,23.41551247,Sunrisers Hyderabad,Rajasthan Royals,1012.428571,1207.571429,127.1428571,28.42857143,51.57142857,51.57142857,7.93220339,71,1,29
722,32,205,18,5,1.222848047,27.51239669,Rajasthan Royals,Sunrisers Hyderabad,2722.333333,3329,354,98,121,121,7.531405783,80.33333333,2,30
723,25,189,16,5,1.238970056,24.97084548,Mumbai Indians,Royal Challengers Bangalore,2304.333333,2855,306.6666667,84,114.3333333,114.3333333,8.192595052,90.75,1,52
724,25,189,16,5,1.308293865,32.45355191,Royal Challengers Bangalore,Mumbai Indians,3026.333333,3959.333333,345.6666667,192.3333333,122,122,7.534040816,124.6666667,2,35
725,28,184,16,6,1.31092437,23.94059406,Delhi Daredevils,Pune Warriors,1229.666667,1612,188.6666667,51.66666667,67.33333333,67.33333333,7.515522703,90.33333333,1,37
726,28,184,16,6,1.245762712,24.7752809,Pune Warriors,Delhi Daredevils,2655,3307.5,329,119,133.5,133.5,7.875978184,120.75,2,43
727,93,246,59,5,1.232276119,25.40384615,Chennai Super Kings,Kolkata Knight Riders,1608,1981.5,191,58.5,78,78,7.602907769,93.2,1,67
728,93,246,59,5,1.203627496,26.41137124,Kolkata Knight Riders,Chennai Super Kings,2187,2632.333333,292.6666667,70.66666667,99.66666667,99.66666667,7.880686055,82.66666667,2,63
729,25,189,16,5,1.238970056,24.97084548,Mumbai Indians,Kings XI Punjab,2304.333333,2855,306.6666667,84,114.3333333,114.3333333,7.618062088,72.5,1,36
730,25,189,16,5,1.24390712,24.46037736,Kings XI Punjab,Mumbai Indians,1302.75,1620.5,156.5,53.5,66.25,66.25,7.534040816,124.6666667,2,55
